TITLE = "vncfd python"
VARIABLES = "X", "Y"
-5.3325,5.4675,0
-5.1075,5.305,0
-4.8825,5.1425,0
-4.6575,4.98,0
-4.4325,4.8175,0
-4.2075,4.655,0
-3.9825,4.4925,0
-3.7575,4.33,0
-3.5325,4.1675,0
-3.3075,4.005,0
-3.0825,3.8425,0
-2.8575,3.68,0
-2.6325,3.5175,0
-2.4075,3.355,0
-2.1825,3.1925,0
-1.9575,3.03,0
-1.7325,2.8674,0
-1.5075,2.7049,0
-1.2824,2.5421,0
-1.0573,2.3789,0
-0.83204,2.2145,0
-0.60631,2.0471,0
-0.37968,1.8727,0
-0.15164,1.6824,0
0.075393,1.4594,0
0.30879,1.1739,0
0.37366,1.2098,0
0.49075,0.86258,0
0.55968,0.56075,0
0.592,0.27576,0
0.6015,-2.6021e-17,0
0.592,-0.27576,0
0.55968,-0.56075,0
0.49075,-0.86258,0
0.37366,-1.2098,0
0.1439,-1.5105,0
-0.082518,-1.7487,0
-0.31115,-1.9502,0
-0.53852,-2.1318,0
-0.76479,-2.3031,0
-0.99039,-2.4695,0
-1.2156,-2.6337,0
-1.4408,-2.7969,0
-1.6658,-2.9597,0
-1.8908,-3.1223,0
-2.1158,-3.2848,0
-2.3408,-3.4473,0
-2.5658,-3.6098,0
-2.7908,-3.7723,0
-3.0158,-3.9348,0
-3.2408,-4.0973,0
-3.4658,-4.2598,0
-3.6908,-4.4223,0
-3.9158,-4.5848,0
-4.1408,-4.7473,0
-4.3658,-4.9098,0
-4.5908,-5.0723,0
-4.8158,-5.2348,0
-5.0408,-5.3973,0
-5.2658,-5.5598,0
-5.4908,-5.7223,0
-5.7158,-5.8848,0
-5.9408,-6.0473,0
-6.1658,-6.2098,0
-6.3909,-6.3723,0
-6.6159,-6.5348,0
-6.8411,-6.6973,0
-7.0666,-6.8597,0
-7.2929,-7.022,0
-7.5208,-7.184,0
-7.7523,-7.3454,0
-7.9913,-7.5052,0
-8.2445,-7.6617,0
-8.522,-7.8101,0
-8.8378,-7.9496,0
-9.1621,-8.027,0
-9.4537,-8.0761,0
-9.7328,-8.0987,0
-10.006,-8.1024,0
-10.283,-8.0876,0
-10.571,-8.0475,0
-10.88,-7.9625,0
-11.246,-7.811,0
-11.516,-7.4898,0
-11.705,-7.1854,0
-11.848,-6.8862,0
-11.967,-6.592,0
-12.071,-6.2999,0
-12.168,-6.0082,0
-12.258,-5.7159,0
-12.343,-5.4226,0
-12.423,-5.1282,0
-12.499,-4.8326,0
-12.57,-4.536,0
-12.636,-4.2383,0
-12.698,-3.9397,0
-12.756,-3.6401,0
-12.809,-3.3398,0
-12.857,-3.0386,0
-12.901,-2.7367,0
-12.941,-2.4343,0
-12.975,-2.1312,0
-13.005,-1.8277,0
-13.031,-1.5237,0
-13.052,-1.2194,0
-13.068,-0.91478,0
-13.079,-0.60997,0
-13.086,-0.30502,0
-13.089,8.2467e-16,0
-13.086,0.30502,0
-13.079,0.60997,0
-13.068,0.91478,0
-13.052,1.2194,0
-13.031,1.5237,0
-13.005,1.8277,0
-12.975,2.1312,0
-12.941,2.4343,0
-12.901,2.7367,0
-12.857,3.0386,0
-12.809,3.3398,0
-12.756,3.6401,0
-12.698,3.9397,0
-12.636,4.2383,0
-12.57,4.536,0
-12.499,4.8326,0
-12.423,5.1282,0
-12.343,5.4226,0
-12.258,5.7159,0
-12.168,6.0082,0
-12.071,6.2999,0
-11.967,6.592,0
-11.848,6.8862,0
-11.705,7.1854,0
-11.516,7.4898,0
-11.246,7.811,0
-10.88,7.9625,0
-10.571,8.0475,0
-10.283,8.0876,0
-10.006,8.1024,0
-9.7328,8.0987,0
-9.4537,8.0761,0
-9.1621,8.027,0
-8.8378,7.9496,0
-8.522,7.8101,0
-8.2445,7.6617,0
-7.9913,7.5052,0
-7.7523,7.3454,0
-7.5208,7.184,0
-7.2929,7.022,0
-7.0666,6.8597,0
-6.8411,6.6973,0
-6.6159,6.5348,0
-6.3909,6.3723,0
-6.1658,6.2098,0
-5.9408,6.0473,0
-5.7158,5.8848,0
-5.4908,5.7223,0
-5.2658,5.5598,0
-5.0408,5.3973,0
-4.8158,5.2348,0
-4.5908,5.0723,0
-4.3658,4.9098,0
-4.1408,4.7473,0
-3.9158,4.5848,0
-3.6908,4.4223,0
-3.4658,4.2598,0
-3.2408,4.0973,0
-3.0158,3.9348,0
-2.7908,3.7723,0
-2.5658,3.6098,0
-2.3408,3.4473,0
-2.1158,3.2848,0
-1.8908,3.1223,0
-1.6658,2.9597,0
-1.4408,2.7969,0
-1.2156,2.6337,0
-0.99039,2.4695,0
-0.76479,2.3031,0
-0.53852,2.1318,0
-0.31115,1.9502,0
-0.082518,1.7487,0
0.1439,1.5105,0
0.37366,1.2098,0
0.45235,1.2529,0
0.58345,0.89907,0
0.66646,0.58645,0
0.70822,0.28883,0
0.72096,-3.6429e-17,0
0.70822,-0.28883,0
0.66646,-0.58645,0
0.58345,-0.89907,0
0.45235,-1.2529,0
0.22664,-1.5687,0
0.0014292,-1.8237,0
-0.22749,-2.0391,0
-0.45566,-2.2303,0
-0.68266,-2.4078,0
-0.90876,-2.5779,0
-1.1343,-2.744,0
-1.3596,-2.9082,0
-1.5847,-3.0714,0
-1.8098,-3.2343,0
-2.0348,-3.3969,0
-2.2598,-3.5595,0
-2.4848,-3.722,0
-2.7098,-3.8845,0
-2.9348,-4.047,0
-3.1598,-4.2095,0
-3.3848,-4.372,0
-3.6098,-4.5345,0
-3.8348,-4.697,0
-4.0598,-4.8595,0
-4.2848,-5.022,0
-4.5098,-5.1845,0
-4.7348,-5.347,0
-4.9598,-5.5095,0
-5.1848,-5.672,0
-5.4098,-5.8345,0
-5.6348,-5.997,0
-5.8598,-6.1595,0
-6.0849,-6.322,0
-6.31,-6.4845,0
-6.5352,-6.6469,0
-6.7608,-6.8093,0
-6.9871,-6.9716,0
-7.2148,-7.1337,0
-7.4454,-7.2952,0
-7.6816,-7.4557,0
-7.9277,-7.6139,0
-8.1908,-7.7678,0
-8.4794,-7.9124,0
-8.8036,-8.0473,0
-9.1335,-8.1325,0
-9.4346,-8.1905,0
-9.725,-8.2186,0
-10.011,-8.2224,0
-10.3,-8.2016,0
-10.602,-8.1488,0
-10.921,-8.0452,0
-11.295,-7.8733,0
-11.585,-7.5523,0
-11.794,-7.2431,0
-11.951,-6.9382,0
-12.079,-6.6389,0
-12.189,-6.3428,0
-12.288,-6.0479,0
-12.38,-5.7531,0
-12.466,-5.4576,0
-12.547,-5.1612,0
-12.624,-4.8637,0
-12.695,-4.5651,0
-12.762,-4.2656,0
-12.825,-3.965,0
-12.883,-3.6635,0
-12.936,-3.3612,0
-12.985,-3.0581,0
-13.029,-2.7543,0
-13.069,-2.4499,0
-13.103,-2.1449,0
-13.134,-1.8394,0
-13.159,-1.5335,0
-13.18,-1.2272,0
-13.197,-0.92065,0
-13.208,-0.61388,0
-13.215,-0.30698,0
-13.218,8.1773e-16,0
-13.215,0.30698,0
-13.208,0.61388,0
-13.197,0.92065,0
-13.18,1.2272,0
-13.159,1.5335,0
-13.134,1.8394,0
-13.103,2.1449,0
-13.069,2.4499,0
-13.029,2.7543,0
-12.985,3.0581,0
-12.936,3.3612,0
-12.883,3.6635,0
-12.825,3.965,0
-12.762,4.2656,0
-12.695,4.5651,0
-12.624,4.8637,0
-12.547,5.1612,0
-12.466,5.4576,0
-12.38,5.7531,0
-12.288,6.0479,0
-12.189,6.3428,0
-12.079,6.6389,0
-11.951,6.9382,0
-11.794,7.2431,0
-11.585,7.5523,0
-11.295,7.8733,0
-10.921,8.0452,0
-10.602,8.1488,0
-10.3,8.2016,0
-10.011,8.2224,0
-9.725,8.2186,0
-9.4346,8.1905,0
-9.1335,8.1325,0
-8.8036,8.0473,0
-8.4794,7.9124,0
-8.1908,7.7678,0
-7.9277,7.6139,0
-7.6816,7.4557,0
-7.4454,7.2952,0
-7.2148,7.1337,0
-6.9871,6.9716,0
-6.7608,6.8093,0
-6.5352,6.6469,0
-6.31,6.4845,0
-6.0849,6.322,0
-5.8598,6.1595,0
-5.6348,5.997,0
-5.4098,5.8345,0
-5.1848,5.672,0
-4.9598,5.5095,0
-4.7348,5.347,0
-4.5098,5.1845,0
-4.2848,5.022,0
-4.0598,4.8595,0
-3.8348,4.697,0
-3.6098,4.5345,0
-3.3848,4.372,0
-3.1598,4.2095,0
-2.9348,4.047,0
-2.7098,3.8845,0
-2.4848,3.722,0
-2.2598,3.5595,0
-2.0348,3.3969,0
-1.8098,3.2343,0
-1.5847,3.0714,0
-1.3596,2.9082,0
-1.1343,2.744,0
-0.90876,2.5779,0
-0.68266,2.4078,0
-0.45566,2.2303,0
-0.22749,2.0391,0
0.0014292,1.8237,0
0.22664,1.5687,0
0.45235,1.2529,0
0.54795,1.3046,0
0.69201,0.94398,0
0.78931,0.61903,0
0.84117,0.30581,0
0.85747,-4.6838e-17,0
0.84117,-0.30581,0
0.78931,-0.61903,0
0.69201,-0.94398,0
0.54795,-1.3046,0
0.32666,-1.6351,0
0.10336,-1.9082,0
-0.12533,-2.1399,0
-0.35416,-2.3439,0
-0.58204,-2.5304,0
-0.80888,-2.7063,0
-1.035,-2.876,0
-1.2605,-3.0423,0
-1.4858,-3.2068,0
-1.711,-3.3702,0
-1.9361,-3.5332,0
-2.1611,-3.6959,0
-2.3861,-3.8585,0
-2.6111,-4.0211,0
-2.8361,-4.1836,0
-3.0611,-4.3461,0
-3.2861,-4.5086,0
-3.5111,-4.6711,0
-3.7361,-4.8336,0
-3.9611,-4.9961,0
-4.1861,-5.1586,0
-4.4111,-5.3211,0
-4.6361,-5.4836,0
-4.8611,-5.6461,0
-5.0862,-5.8086,0
-5.3112,-5.9711,0
-5.5362,-6.1336,0
-5.7613,-6.2961,0
-5.9865,-6.4586,0
-6.2118,-6.621,0
-6.4375,-6.7834,0
-6.664,-6.9456,0
-6.8919,-7.1077,0
-7.1223,-7.2692,0
-7.3574,-7.4299,0
-7.6004,-7.589,0
-7.8559,-7.7449,0
-8.1304,-7.8954,0
-8.4307,-8.0358,0
-8.7631,-8.1659,0
-9.099,-8.2575,0
-9.4112,-8.3234,0
-9.716,-8.3566,0
-10.018,-8.3598,0
-10.324,-8.3316,0
-10.641,-8.2643,0
-10.973,-8.1408,0
-11.353,-7.9488,0
-11.664,-7.6281,0
-11.894,-7.3142,0
-12.069,-7.003,0
-12.209,-6.6975,0
-12.327,-6.3961,0
-12.432,-6.097,0
-12.527,-5.7987,0
-12.615,-5.5003,0
-12.697,-5.2012,0
-12.774,-4.9013,0
-12.847,-4.6003,0
-12.914,-4.2984,0
-12.977,-3.9955,0
-13.036,-3.6917,0
-13.09,-3.3871,0
-13.139,-3.0816,0
-13.183,-2.7755,0
-13.223,-2.4687,0
-13.258,-2.1614,0
-13.289,-1.8535,0
-13.314,-1.5453,0
-13.335,-1.2366,0
-13.352,-0.92773,0
-13.364,-0.6186,0
-13.371,-0.30934,0
-13.373,8.1426e-16,0
-13.371,0.30934,0
-13.364,0.6186,0
-13.352,0.92773,0
-13.335,1.2366,0
-13.314,1.5453,0
-13.289,1.8535,0
-13.258,2.1614,0
-13.223,2.4687,0
-13.183,2.7755,0
-13.139,3.0816,0
-13.09,3.3871,0
-13.036,3.6917,0
-12.977,3.9955,0
-12.914,4.2984,0
-12.847,4.6003,0
-12.774,4.9013,0
-12.697,5.2012,0
-12.615,5.5003,0
-12.527,5.7987,0
-12.432,6.097,0
-12.327,6.3961,0
-12.209,6.6975,0
-12.069,7.003,0
-11.894,7.3142,0
-11.664,7.6281,0
-11.353,7.9488,0
-10.973,8.1408,0
-10.641,8.2643,0
-10.324,8.3316,0
-10.018,8.3598,0
-9.716,8.3566,0
-9.4112,8.3234,0
-9.099,8.2575,0
-8.7631,8.1659,0
-8.4307,8.0358,0
-8.1304,7.8954,0
-7.8559,7.7449,0
-7.6004,7.589,0
-7.3574,7.4299,0
-7.1223,7.2692,0
-6.8919,7.1077,0
-6.664,6.9456,0
-6.4375,6.7834,0
-6.2118,6.621,0
-5.9865,6.4586,0
-5.7613,6.2961,0
-5.5362,6.1336,0
-5.3112,5.9711,0
-5.0862,5.8086,0
-4.8611,5.6461,0
-4.6361,5.4836,0
-4.4111,5.3211,0
-4.1861,5.1586,0
-3.9611,4.9961,0
-3.7361,4.8336,0
-3.5111,4.6711,0
-3.2861,4.5086,0
-3.0611,4.3461,0
-2.8361,4.1836,0
-2.6111,4.0211,0
-2.3861,3.8585,0
-2.1611,3.6959,0
-1.9361,3.5332,0
-1.711,3.3702,0
-1.4858,3.2068,0
-1.2605,3.0423,0
-1.035,2.876,0
-0.80888,2.7063,0
-0.58204,2.5304,0
-0.35416,2.3439,0
-0.12533,2.1399,0
0.10336,1.9082,0
0.32666,1.6351,0
0.54795,1.3046,0
0.66428,1.3662,0
0.8196,0.99822,0
0.93059,0.65894,0
0.99269,0.32687,0
1.0127,-5.7246e-17,0
0.99269,-0.32687,0
0.93059,-0.65894,0
0.8196,-0.99822,0
0.66428,-1.3662,0
0.44776,-1.7109,0
0.22711,-2.0031,0
-0.00058335,-2.2535,0
-0.22967,-2.4734,0
-0.45839,-2.6721,0
-0.68616,-2.857,0
-0.91302,-3.0329,0
-1.1392,-3.2032,0
-1.3649,-3.3701,0
-1.5902,-3.5351,0
-1.8155,-3.6989,0
-2.0406,-3.8621,0
-2.2656,-4.025,0
-2.4907,-4.1877,0
-2.7157,-4.3503,0
-2.9407,-4.5128,0
-3.1657,-4.6754,0
-3.3907,-4.8379,0
-3.6157,-5.0004,0
-3.8407,-5.1629,0
-4.0657,-5.3254,0
-4.2907,-5.4879,0
-4.5157,-5.6504,0
-4.7407,-5.8129,0
-4.9658,-5.9754,0
-5.1908,-6.1379,0
-5.416,-6.3003,0
-5.6413,-6.4628,0
-5.8668,-6.6252,0
-6.0928,-6.7875,0
-6.3197,-6.9497,0
-6.5481,-7.1117,0
-6.7791,-7.2731,0
-7.0143,-7.4338,0
-7.2562,-7.5931,0
-7.5083,-7.75,0
-7.7753,-7.9028,0
-8.0627,-8.0491,0
-8.3752,-8.1846,0
-8.7156,-8.3098,0
-9.0584,-8.4059,0
-9.384,-8.478,0
-9.7065,-8.5148,0
-10.028,-8.5162,0
-10.355,-8.479,0
-10.69,-8.3957,0
-11.036,-8.2515,0
-11.423,-8.0402,0
-11.755,-7.72,0
-12.008,-7.4017,0
-12.203,-7.0838,0
-12.359,-6.7711,0
-12.489,-6.4631,0
-12.601,-6.1582,0
-12.701,-5.8552,0
-12.793,-5.5527,0
-12.877,-5.2501,0
-12.956,-4.9469,0
-13.029,-4.643,0
-13.098,-4.3381,0
-13.161,-4.0324,0
-13.22,-3.7258,0
-13.275,-3.4183,0
-13.324,-3.11,0
-13.369,-2.8011,0
-13.409,-2.4915,0
-13.445,-2.1813,0
-13.476,-1.8706,0
-13.502,-1.5595,0
-13.523,-1.248,0
-13.539,-0.93628,0
-13.551,-0.62431,0
-13.558,-0.31219,0
-13.561,8.212e-16,0
-13.558,0.31219,0
-13.551,0.62431,0
-13.539,0.93628,0
-13.523,1.248,0
-13.502,1.5595,0
-13.476,1.8706,0
-13.445,2.1813,0
-13.409,2.4915,0
-13.369,2.8011,0
-13.324,3.11,0
-13.275,3.4183,0
-13.22,3.7258,0
-13.161,4.0324,0
-13.098,4.3381,0
-13.029,4.643,0
-12.956,4.9469,0
-12.877,5.2501,0
-12.793,5.5527,0
-12.701,5.8552,0
-12.601,6.1582,0
-12.489,6.4631,0
-12.359,6.7711,0
-12.203,7.0838,0
-12.008,7.4017,0
-11.755,7.72,0
-11.423,8.0402,0
-11.036,8.2515,0
-10.69,8.3957,0
-10.355,8.479,0
-10.028,8.5162,0
-9.7065,8.5148,0
-9.384,8.478,0
-9.0584,8.4059,0
-8.7156,8.3098,0
-8.3752,8.1846,0
-8.0627,8.0491,0
-7.7753,7.9028,0
-7.5083,7.75,0
-7.2562,7.5931,0
-7.0143,7.4338,0
-6.7791,7.2731,0
-6.5481,7.1117,0
-6.3197,6.9497,0
-6.0928,6.7875,0
-5.8668,6.6252,0
-5.6413,6.4628,0
-5.416,6.3003,0
-5.1908,6.1379,0
-4.9658,5.9754,0
-4.7407,5.8129,0
-4.5157,5.6504,0
-4.2907,5.4879,0
-4.0657,5.3254,0
-3.8407,5.1629,0
-3.6157,5.0004,0
-3.3907,4.8379,0
-3.1657,4.6754,0
-2.9407,4.5128,0
-2.7157,4.3503,0
-2.4907,4.1877,0
-2.2656,4.025,0
-2.0406,3.8621,0
-1.8155,3.6989,0
-1.5902,3.5351,0
-1.3649,3.3701,0
-1.1392,3.2032,0
-0.91302,3.0329,0
-0.68616,2.857,0
-0.45839,2.6721,0
-0.22967,2.4734,0
-0.00058335,2.2535,0
0.22711,2.0031,0
0.44776,1.7109,0
0.66428,1.3662,0
0.80601,1.4392,0
0.97022,1.0624,0
1.0934,0.70629,0
1.1652,0.35197,0
1.1888,-5.0307e-17,0
1.1652,-0.35197,0
1.0934,-0.70629,0
0.97022,-1.0624,0
0.80601,-1.4392,0
0.59464,-1.7978,0
0.37744,-2.1096,0
0.15171,-2.3807,0
-0.076914,-2.6194,0
-0.30614,-2.8341,0
-0.53485,-3.0315,0
-0.7627,-3.2169,0
-0.98972,-3.3941,0
-1.2161,-3.5658,0
-1.4419,-3.7339,0
-1.6675,-3.8998,0
-1.8928,-4.0643,0
-2.118,-4.228,0
-2.3431,-4.3912,0
-2.5681,-4.5541,0
-2.7932,-4.7168,0
-3.0182,-4.8794,0
-3.2432,-5.042,0
-3.4682,-5.2045,0
-3.6932,-5.3671,0
-3.9183,-5.5296,0
-4.1433,-5.6921,0
-4.3683,-5.8546,0
-4.5934,-6.017,0
-4.8186,-6.1795,0
-5.0439,-6.342,0
-5.2694,-6.5044,0
-5.4953,-6.6667,0
-5.7219,-6.829,0
-5.9495,-6.991,0
-6.1789,-7.1528,0
-6.411,-7.3141,0
-6.6473,-7.4746,0
-6.8898,-7.6337,0
-7.1413,-7.7908,0
-7.4052,-7.9446,0
-7.6857,-8.0932,0
-7.9871,-8.2344,0
-8.3122,-8.3647,0
-8.6611,-8.4845,0
-9.0127,-8.5822,0
-9.3543,-8.6577,0
-9.6979,-8.6961,0
-10.044,-8.6938,0
-10.394,-8.646,0
-10.751,-8.5454,0
-11.113,-8.3804,0
-11.508,-8.1512,0
-11.859,-7.8314,0
-12.137,-7.509,0
-12.355,-7.1844,0
-12.531,-6.8637,0
-12.676,-6.5476,0
-12.799,-6.2353,0
-12.908,-5.9258,0
-13.004,-5.6178,0
-13.093,-5.3103,0
-13.174,-5.0029,0
-13.249,-4.695,0
-13.319,-4.3864,0
-13.384,-4.0771,0
-13.443,-3.767,0
-13.498,-3.4561,0
-13.548,-3.1444,0
-13.594,-2.832,0
-13.635,-2.519,0
-13.67,-2.2054,0
-13.702,-1.8913,0
-13.728,-1.5767,0
-13.749,-1.2618,0
-13.766,-0.94661,0
-13.778,-0.6312,0
-13.785,-0.31563,0
-13.788,8.1426e-16,0
-13.785,0.31563,0
-13.778,0.6312,0
-13.766,0.94661,0
-13.749,1.2618,0
-13.728,1.5767,0
-13.702,1.8913,0
-13.67,2.2054,0
-13.635,2.519,0
-13.594,2.832,0
-13.548,3.1444,0
-13.498,3.4561,0
-13.443,3.767,0
-13.384,4.0771,0
-13.319,4.3864,0
-13.249,4.695,0
-13.174,5.0029,0
-13.093,5.3103,0
-13.004,5.6178,0
-12.908,5.9258,0
-12.799,6.2353,0
-12.676,6.5476,0
-12.531,6.8637,0
-12.355,7.1844,0
-12.137,7.509,0
-11.859,7.8314,0
-11.508,8.1512,0
-11.113,8.3804,0
-10.751,8.5454,0
-10.394,8.646,0
-10.044,8.6938,0
-9.6979,8.6961,0
-9.3543,8.6577,0
-9.0127,8.5822,0
-8.6611,8.4845,0
-8.3122,8.3647,0
-7.9871,8.2344,0
-7.6857,8.0932,0
-7.4052,7.9446,0
-7.1413,7.7908,0
-6.8898,7.6337,0
-6.6473,7.4746,0
-6.411,7.3141,0
-6.1789,7.1528,0
-5.9495,6.991,0
-5.7219,6.829,0
-5.4953,6.6667,0
-5.2694,6.5044,0
-5.0439,6.342,0
-4.8186,6.1795,0
-4.5934,6.017,0
-4.3683,5.8546,0
-4.1433,5.6921,0
-3.9183,5.5296,0
-3.6932,5.3671,0
-3.4682,5.2045,0
-3.2432,5.042,0
-3.0182,4.8794,0
-2.7932,4.7168,0
-2.5681,4.5541,0
-2.3431,4.3912,0
-2.118,4.228,0
-1.8928,4.0643,0
-1.6675,3.8998,0
-1.4419,3.7339,0
-1.2161,3.5658,0
-0.98972,3.3941,0
-0.7627,3.2169,0
-0.53485,3.0315,0
-0.30614,2.8341,0
-0.076914,2.6194,0
0.15171,2.3807,0
0.37744,2.1096,0
0.59464,1.7978,0
0.80601,1.4392,0
0.97889,1.5244,0
1.149,1.1367,0
1.282,0.76084,0
1.3622,0.38086,0
1.3891,-3.9899e-17,0
1.3622,-0.38086,0
1.282,-0.76084,0
1.149,-1.1367,0
0.97889,-1.5244,0
0.77321,-1.8971,0
0.56023,-2.229,0
0.33761,-2.5224,0
0.11051,-2.7828,0
-0.11851,-3.017,0
-0.34783,-3.231,0
-0.57668,-3.4299,0
-0.80478,-3.6177,0
-1.0321,-3.7975,0
-1.2588,-3.9717,0
-1.4849,-4.1418,0
-1.7107,-4.3094,0
-1.9362,-4.4751,0
-2.1615,-4.6396,0
-2.3867,-4.8034,0
-2.6119,-4.9667,0
-2.837,-5.1297,0
-3.062,-5.2925,0
-3.2871,-5.4551,0
-3.5122,-5.6177,0
-3.7372,-5.7803,0
-3.9624,-5.9428,0
-4.1876,-6.1053,0
-4.413,-6.2677,0
-4.6386,-6.4302,0
-4.8646,-6.5925,0
-5.0912,-6.7547,0
-5.3187,-6.9168,0
-5.5477,-7.0787,0
-5.7787,-7.2401,0
-6.0128,-7.4011,0
-6.2512,-7.5611,0
-6.4958,-7.7198,0
-6.7488,-7.8766,0
-7.0129,-8.0304,0
-7.2912,-8.1799,0
-7.587,-8.3232,0
-7.9035,-8.4582,0
-8.2417,-8.5826,0
-8.6005,-8.696,0
-8.9634,-8.7921,0
-9.324,-8.8673,0
-9.692,-8.904,0
-10.065,-8.8956,0
-10.443,-8.8354,0
-10.824,-8.7167,0
-11.204,-8.5314,0
-11.609,-8.286,0
-11.979,-7.9666,0
-12.283,-7.6403,0
-12.528,-7.3091,0
-12.727,-6.9798,0
-12.891,-6.6545,0
-13.03,-6.3332,0
-13.149,-6.0152,0
-13.255,-5.6997,0
-13.349,-5.3857,0
-13.435,-5.0723,0
-13.513,-4.7591,0
-13.585,-4.4457,0
-13.652,-4.1318,0
-13.713,-3.8172,0
-13.769,-3.502,0
-13.82,-3.1861,0
-13.866,-2.8695,0
-13.907,-2.5523,0
-13.943,-2.2345,0
-13.975,-1.9163,0
-14.002,-1.5976,0
-14.023,-1.2785,0
-14.04,-0.95912,0
-14.053,-0.63953,0
-14.06,-0.3198,0
-14.062,8.1426e-16,0
-14.06,0.3198,0
-14.053,0.63953,0
-14.04,0.95912,0
-14.023,1.2785,0
-14.002,1.5976,0
-13.975,1.9163,0
-13.943,2.2345,0
-13.907,2.5523,0
-13.866,2.8695,0
-13.82,3.1861,0
-13.769,3.502,0
-13.713,3.8172,0
-13.652,4.1318,0
-13.585,4.4457,0
-13.513,4.7591,0
-13.435,5.0723,0
-13.349,5.3857,0
-13.255,5.6997,0
-13.149,6.0152,0
-13.03,6.3332,0
-12.891,6.6545,0
-12.727,6.9798,0
-12.528,7.3091,0
-12.283,7.6403,0
-11.979,7.9666,0
-11.609,8.286,0
-11.204,8.5314,0
-10.824,8.7167,0
-10.443,8.8354,0
-10.065,8.8956,0
-9.692,8.904,0
-9.324,8.8673,0
-8.9634,8.7921,0
-8.6005,8.696,0
-8.2417,8.5826,0
-7.9035,8.4582,0
-7.587,8.3232,0
-7.2912,8.1799,0
-7.0129,8.0304,0
-6.7488,7.8766,0
-6.4958,7.7198,0
-6.2512,7.5611,0
-6.0128,7.4011,0
-5.7787,7.2401,0
-5.5477,7.0787,0
-5.3187,6.9168,0
-5.0912,6.7547,0
-4.8646,6.5925,0
-4.6386,6.4302,0
-4.413,6.2677,0
-4.1876,6.1053,0
-3.9624,5.9428,0
-3.7372,5.7803,0
-3.5122,5.6177,0
-3.2871,5.4551,0
-3.062,5.2925,0
-2.837,5.1297,0
-2.6119,4.9667,0
-2.3867,4.8034,0
-2.1615,4.6396,0
-1.9362,4.4751,0
-1.7107,4.3094,0
-1.4849,4.1418,0
-1.2588,3.9717,0
-1.0321,3.7975,0
-0.80478,3.6177,0
-0.57668,3.4299,0
-0.34783,3.231,0
-0.11851,3.017,0
0.11051,2.7828,0
0.33761,2.5224,0
0.56023,2.229,0
0.77321,1.8971,0
0.97889,1.5244,0
1.19,1.6225,0
1.3624,1.2208,0
1.5017,0.82196,0
1.5883,0.41307,0
1.6177,-3.9899e-17,0
1.5883,-0.41307,0
1.5017,-0.82196,0
1.3624,-1.2208,0
1.19,-1.6225,0
0.99074,-2.0102,0
0.78286,-2.3626,0
0.5646,-2.6795,0
0.34037,-2.964,0
0.11273,-3.2211,0
-0.11641,-3.4558,0
-0.34585,-3.6727,0
-0.57497,-3.8757,0
-0.80345,-4.068,0
-1.0312,-4.252,0
-1.2584,-4.43,0
-1.485,-4.6034,0
-1.7112,-4.7736,0
-1.937,-4.9414,0
-2.1626,-5.1075,0
-2.388,-5.2724,0
-2.6133,-5.4366,0
-2.8386,-5.6001,0
-3.0639,-5.7633,0
-3.2892,-5.9263,0
-3.5146,-6.089,0
-3.7402,-6.2516,0
-3.9661,-6.4141,0
-4.1924,-6.5765,0
-4.4194,-6.7387,0
-4.6472,-6.9008,0
-4.8764,-7.0626,0
-5.1075,-7.2241,0
-5.3412,-7.3851,0
-5.5784,-7.5454,0
-5.8204,-7.7047,0
-6.0687,-7.8626,0
-6.3252,-8.0185,0
-6.592,-8.1716,0
-6.8717,-8.3207,0
-7.1667,-8.4645,0
-7.4796,-8.6011,0
-7.8122,-8.729,0
-8.1649,-8.8462,0
-8.5358,-8.9517,0
-8.9135,-9.0421,0
-9.2963,-9.1124,0
-9.6916,-9.1434,0
-10.095,-9.1257,0
-10.503,-9.0513,0
-10.912,-8.914,0
-11.312,-8.7094,0
-11.729,-8.45,0
-12.119,-8.1308,0
-12.449,-7.8008,0
-12.723,-7.4633,0
-12.948,-7.1253,0
-13.136,-6.7898,0
-13.295,-6.4578,0
-13.43,-6.1295,0
-13.548,-5.8043,0
-13.652,-5.4813,0
-13.745,-5.16,0
-13.829,-4.8395,0
-13.905,-4.5194,0
-13.974,-4.1994,0
-14.038,-3.879,0
-14.095,-3.5583,0
-14.148,-3.237,0
-14.195,-2.9152,0
-14.237,-2.5928,0
-14.274,-2.27,0
-14.306,-1.9466,0
-14.333,-1.6228,0
-14.355,-1.2987,0
-14.373,-0.97428,0
-14.385,-0.64965,0
-14.392,-0.32486,0
-14.395,8.1426e-16,0
-14.392,0.32486,0
-14.385,0.64965,0
-14.373,0.97428,0
-14.355,1.2987,0
-14.333,1.6228,0
-14.306,1.9466,0
-14.274,2.27,0
-14.237,2.5928,0
-14.195,2.9152,0
-14.148,3.237,0
-14.095,3.5583,0
-14.038,3.879,0
-13.974,4.1994,0
-13.905,4.5194,0
-13.829,4.8395,0
-13.745,5.16,0
-13.652,5.4813,0
-13.548,5.8043,0
-13.43,6.1295,0
-13.295,6.4578,0
-13.136,6.7898,0
-12.948,7.1253,0
-12.723,7.4633,0
-12.449,7.8008,0
-12.119,8.1308,0
-11.729,8.45,0
-11.312,8.7094,0
-10.912,8.914,0
-10.503,9.0513,0
-10.095,9.1257,0
-9.6916,9.1434,0
-9.2963,9.1124,0
